repository_name,func_path_in_repository,func_name,whole_func_string,language,func_code_string,func_code_tokens,func_documentation_string,func_documentation_tokens,split_name,func_code_url
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph._setup_converter_graph,"def _setup_converter_graph(self, converter_list, prune_converters):
        '''
        Set up directed conversion graph, pruning unavailable converters as
        necessary
        '''
        for converter in converter_list:
            if prune_converters:
                try:
                    converter.configure()
                except ConverterUnavailable as e:
                    log.warning('%s unavailable: %s' %
                                (converter.__class__.__name__, str(e)))
                    continue

            for in_ in converter.inputs:
                for out in converter.outputs:
                    self.dgraph.add_edge(in_, out, converter.cost)
                    self.converters[(in_, out)] = converter

            if hasattr(converter, 'direct_outputs'):
                self._setup_direct_converter(converter)",python,"def _setup_converter_graph(self, converter_list, prune_converters):
        '''
        Set up directed conversion graph, pruning unavailable converters as
        necessary
        '''
        for converter in converter_list:
            if prune_converters:
                try:
                    converter.configure()
                except ConverterUnavailable as e:
                    log.warning('%s unavailable: %s' %
                                (converter.__class__.__name__, str(e)))
                    continue

            for in_ in converter.inputs:
                for out in converter.outputs:
                    self.dgraph.add_edge(in_, out, converter.cost)
                    self.converters[(in_, out)] = converter

            if hasattr(converter, 'direct_outputs'):
                self._setup_direct_converter(converter)","['def' '_setup_converter_graph' '(' 'self' ',' 'converter_list' ','
 'prune_converters' ')' ':' 'for' 'converter' 'in' 'converter_list' ':'
 'if' 'prune_converters' ':' 'try' ':' 'converter' '.' 'configure' '(' ')'
 'except' 'ConverterUnavailable' 'as' 'e' ':' 'log' '.' 'warning' '('
 ""'%s unavailable: %s'"" '%' '(' 'converter' '.' '__class__' '.' '__name__'
 ',' 'str' '(' 'e' ')' ')' ')' 'continue' 'for' 'in_' 'in' 'converter' '.'
 'inputs' ':' 'for' 'out' 'in' 'converter' '.' 'outputs' ':' 'self' '.'
 'dgraph' '.' 'add_edge' '(' 'in_' ',' 'out' ',' 'converter' '.' 'cost'
 ')' 'self' '.' 'converters' '[' '(' 'in_' ',' 'out' ')' ']' '='
 'converter' 'if' 'hasattr' '(' 'converter' ',' ""'direct_outputs'"" ')' ':'
 'self' '.' '_setup_direct_converter' '(' 'converter' ')']","Set up directed conversion graph, pruning unavailable converters as
        necessary","['Set' 'up' 'directed' 'conversion' 'graph' 'pruning' 'unavailable'
 'converters' 'as' 'necessary']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L38-L58
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph._setup_preferred_paths,"def _setup_preferred_paths(self, preferred_conversion_paths):
        '''
        Add given valid preferred conversion paths
        '''
        for path in preferred_conversion_paths:
            for pair in pair_looper(path):
                if pair not in self.converters:
                    log.warning('Invalid conversion path %s, unknown step %s' %
                                (repr(path), repr(pair)))
                    break
            else:
                # If it did not break, then add to dgraph
                self.dgraph.add_preferred_path(*path)",python,"def _setup_preferred_paths(self, preferred_conversion_paths):
        '''
        Add given valid preferred conversion paths
        '''
        for path in preferred_conversion_paths:
            for pair in pair_looper(path):
                if pair not in self.converters:
                    log.warning('Invalid conversion path %s, unknown step %s' %
                                (repr(path), repr(pair)))
                    break
            else:
                # If it did not break, then add to dgraph
                self.dgraph.add_preferred_path(*path)","['def' '_setup_preferred_paths' '(' 'self' ','
 'preferred_conversion_paths' ')' ':' 'for' 'path' 'in'
 'preferred_conversion_paths' ':' 'for' 'pair' 'in' 'pair_looper' '('
 'path' ')' ':' 'if' 'pair' 'not' 'in' 'self' '.' 'converters' ':' 'log'
 '.' 'warning' '(' ""'Invalid conversion path %s, unknown step %s'"" '%' '('
 'repr' '(' 'path' ')' ',' 'repr' '(' 'pair' ')' ')' ')' 'break' 'else'
 ':' '# If it did not break, then add to dgraph' 'self' '.' 'dgraph' '.'
 'add_preferred_path' '(' '*' 'path' ')']",Add given valid preferred conversion paths,['Add' 'given' 'valid' 'preferred' 'conversion' 'paths'],train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L60-L72
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph._setup_profiles,"def _setup_profiles(self, conversion_profiles):
        '''
        Add given conversion profiles checking for invalid profiles
        '''
        # Check for invalid profiles
        for key, path in conversion_profiles.items():
            if isinstance(path, str):
                path = (path, )
            for left, right in pair_looper(path):
                pair = (_format(left), _format(right))
                if pair not in self.converters:
                    msg = 'Invalid conversion profile %s, unknown step %s'
                    log.warning(msg % (repr(key), repr(pair)))
                    break
            else:
                # If it did not break, then add to conversion profiles
                self.conversion_profiles[key] = path",python,"def _setup_profiles(self, conversion_profiles):
        '''
        Add given conversion profiles checking for invalid profiles
        '''
        # Check for invalid profiles
        for key, path in conversion_profiles.items():
            if isinstance(path, str):
                path = (path, )
            for left, right in pair_looper(path):
                pair = (_format(left), _format(right))
                if pair not in self.converters:
                    msg = 'Invalid conversion profile %s, unknown step %s'
                    log.warning(msg % (repr(key), repr(pair)))
                    break
            else:
                # If it did not break, then add to conversion profiles
                self.conversion_profiles[key] = path","['def' '_setup_profiles' '(' 'self' ',' 'conversion_profiles' ')' ':'
 '# Check for invalid profiles' 'for' 'key' ',' 'path' 'in'
 'conversion_profiles' '.' 'items' '(' ')' ':' 'if' 'isinstance' '('
 'path' ',' 'str' ')' ':' 'path' '=' '(' 'path' ',' ')' 'for' 'left' ','
 'right' 'in' 'pair_looper' '(' 'path' ')' ':' 'pair' '=' '(' '_format'
 '(' 'left' ')' ',' '_format' '(' 'right' ')' ')' 'if' 'pair' 'not' 'in'
 'self' '.' 'converters' ':' 'msg' '='
 ""'Invalid conversion profile %s, unknown step %s'"" 'log' '.' 'warning'
 '(' 'msg' '%' '(' 'repr' '(' 'key' ')' ',' 'repr' '(' 'pair' ')' ')' ')'
 'break' 'else' ':'
 '# If it did not break, then add to conversion profiles' 'self' '.'
 'conversion_profiles' '[' 'key' ']' '=' 'path']",Add given conversion profiles checking for invalid profiles,"['Add' 'given' 'conversion' 'profiles' 'checking' 'for' 'invalid'
 'profiles']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L74-L90
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph._setup_direct_converter,"def _setup_direct_converter(self, converter):
        '''
        Given a converter, set up the direct_output routes for conversions,
        which is used for transcoding between similar datatypes.
        '''
        inputs = (
            converter.direct_inputs
            if hasattr(converter, 'direct_inputs')
            else converter.inputs
        )
        for in_ in inputs:
            for out in converter.direct_outputs:
                self.direct_converters[(in_, out)] = converter",python,"def _setup_direct_converter(self, converter):
        '''
        Given a converter, set up the direct_output routes for conversions,
        which is used for transcoding between similar datatypes.
        '''
        inputs = (
            converter.direct_inputs
            if hasattr(converter, 'direct_inputs')
            else converter.inputs
        )
        for in_ in inputs:
            for out in converter.direct_outputs:
                self.direct_converters[(in_, out)] = converter","['def' '_setup_direct_converter' '(' 'self' ',' 'converter' ')' ':'
 'inputs' '=' '(' 'converter' '.' 'direct_inputs' 'if' 'hasattr' '('
 'converter' ',' ""'direct_inputs'"" ')' 'else' 'converter' '.' 'inputs' ')'
 'for' 'in_' 'in' 'inputs' ':' 'for' 'out' 'in' 'converter' '.'
 'direct_outputs' ':' 'self' '.' 'direct_converters' '[' '(' 'in_' ','
 'out' ')' ']' '=' 'converter']","Given a converter, set up the direct_output routes for conversions,
        which is used for transcoding between similar datatypes.","['Given' 'a' 'converter' 'set' 'up' 'the' 'direct_output' 'routes' 'for'
 'conversions' 'which' 'is' 'used' 'for' 'transcoding' 'between' 'similar'
 'datatypes' '.']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L92-L104
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph.find_path,"def find_path(self, in_, out):
        '''
        Given an input and output TypeString, produce a graph traversal,
        keeping in mind special options like Conversion Profiles, Preferred
        Paths, and Direct Conversions.
        '''
        if in_.arguments:
            raise ValueError('Cannot originate path in argumented TypeString')

        # Determine conversion profile. This is either simply the output, OR,
        # if a custom profile has been specified for this output, that custom
        # path or type is used.
        profile = self.conversion_profiles.get(str(out), str(out))
        if isinstance(profile, str):
            profile = (profile, )
        types_by_format = {_format(s): TypeString(s) for s in profile}

        # Normalize input and output types to string
        in_str = str(in_)
        out_str = _format(profile[0])

        # First check for direct conversions, returning immediately if found
        direct_converter = self.direct_converters.get((in_str, out_str))
        if direct_converter:
            out_ts = types_by_format.get(out_str, TypeString(out_str))
            return [(direct_converter, TypeString(in_str), out_ts)]

        # No direct conversions was found, so find path through graph.
        # If profile was plural, add in extra steps.
        path = self.dgraph.shortest_path(in_str, out_str)
        path += profile[1:]

        # Loop through each edge traversal, adding converters and type
        # string pairs as we go along. This is to ensure conversion
        # profiles that have arguments mid-profile get included.
        results = []
        for left, right in pair_looper(path):
            converter = self.converters.get((_format(left), _format(right)))
            right_typestring = types_by_format.get(right, TypeString(right))
            results.append((converter, TypeString(left), right_typestring))
        return results",python,"def find_path(self, in_, out):
        '''
        Given an input and output TypeString, produce a graph traversal,
        keeping in mind special options like Conversion Profiles, Preferred
        Paths, and Direct Conversions.
        '''
        if in_.arguments:
            raise ValueError('Cannot originate path in argumented TypeString')

        # Determine conversion profile. This is either simply the output, OR,
        # if a custom profile has been specified for this output, that custom
        # path or type is used.
        profile = self.conversion_profiles.get(str(out), str(out))
        if isinstance(profile, str):
            profile = (profile, )
        types_by_format = {_format(s): TypeString(s) for s in profile}

        # Normalize input and output types to string
        in_str = str(in_)
        out_str = _format(profile[0])

        # First check for direct conversions, returning immediately if found
        direct_converter = self.direct_converters.get((in_str, out_str))
        if direct_converter:
            out_ts = types_by_format.get(out_str, TypeString(out_str))
            return [(direct_converter, TypeString(in_str), out_ts)]

        # No direct conversions was found, so find path through graph.
        # If profile was plural, add in extra steps.
        path = self.dgraph.shortest_path(in_str, out_str)
        path += profile[1:]

        # Loop through each edge traversal, adding converters and type
        # string pairs as we go along. This is to ensure conversion
        # profiles that have arguments mid-profile get included.
        results = []
        for left, right in pair_looper(path):
            converter = self.converters.get((_format(left), _format(right)))
            right_typestring = types_by_format.get(right, TypeString(right))
            results.append((converter, TypeString(left), right_typestring))
        return results","['def' 'find_path' '(' 'self' ',' 'in_' ',' 'out' ')' ':' 'if' 'in_' '.'
 'arguments' ':' 'raise' 'ValueError' '('
 ""'Cannot originate path in argumented TypeString'"" ')'
 '# Determine conversion profile. This is either simply the output, OR,'
 '# if a custom profile has been specified for this output, that custom'
 '# path or type is used.' 'profile' '=' 'self' '.' 'conversion_profiles'
 '.' 'get' '(' 'str' '(' 'out' ')' ',' 'str' '(' 'out' ')' ')' 'if'
 'isinstance' '(' 'profile' ',' 'str' ')' ':' 'profile' '=' '(' 'profile'
 ',' ')' 'types_by_format' '=' '{' '_format' '(' 's' ')' ':' 'TypeString'
 '(' 's' ')' 'for' 's' 'in' 'profile' '}'
 '# Normalize input and output types to string' 'in_str' '=' 'str' '('
 'in_' ')' 'out_str' '=' '_format' '(' 'profile' '[' '0' ']' ')'
 '# First check for direct conversions, returning immediately if found'
 'direct_converter' '=' 'self' '.' 'direct_converters' '.' 'get' '(' '('
 'in_str' ',' 'out_str' ')' ')' 'if' 'direct_converter' ':' 'out_ts' '='
 'types_by_format' '.' 'get' '(' 'out_str' ',' 'TypeString' '(' 'out_str'
 ')' ')' 'return' '[' '(' 'direct_converter' ',' 'TypeString' '(' 'in_str'
 ')' ',' 'out_ts' ')' ']'
 '# No direct conversions was found, so find path through graph.'
 '# If profile was plural, add in extra steps.' 'path' '=' 'self' '.'
 'dgraph' '.' 'shortest_path' '(' 'in_str' ',' 'out_str' ')' 'path' '+='
 'profile' '[' '1' ':' ']'
 '# Loop through each edge traversal, adding converters and type'
 '# string pairs as we go along. This is to ensure conversion'
 '# profiles that have arguments mid-profile get included.' 'results' '='
 '[' ']' 'for' 'left' ',' 'right' 'in' 'pair_looper' '(' 'path' ')' ':'
 'converter' '=' 'self' '.' 'converters' '.' 'get' '(' '(' '_format' '('
 'left' ')' ',' '_format' '(' 'right' ')' ')' ')' 'right_typestring' '='
 'types_by_format' '.' 'get' '(' 'right' ',' 'TypeString' '(' 'right' ')'
 ')' 'results' '.' 'append' '(' '(' 'converter' ',' 'TypeString' '('
 'left' ')' ',' 'right_typestring' ')' ')' 'return' 'results']","Given an input and output TypeString, produce a graph traversal,
        keeping in mind special options like Conversion Profiles, Preferred
        Paths, and Direct Conversions.","['Given' 'an' 'input' 'and' 'output' 'TypeString' 'produce' 'a' 'graph'
 'traversal' 'keeping' 'in' 'mind' 'special' 'options' 'like' 'Conversion'
 'Profiles' 'Preferred' 'Paths' 'and' 'Direct' 'Conversions' '.']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L106-L146
michaelpb/omnic,omnic/conversion/graph.py,ConverterGraph.find_path_with_profiles,"def find_path_with_profiles(self, conversion_profiles, in_, out):
        '''
        Like find_path, except forces the conversion profiles to be the given
        conversion profile setting. Useful for ""temporarily overriding"" the
        global conversion profiles with your own.
        '''
        original_profiles = dict(self.conversion_profiles)
        self._setup_profiles(conversion_profiles)
        results = self.find_path(in_, out)
        self.conversion_profiles = original_profiles
        return results",python,"def find_path_with_profiles(self, conversion_profiles, in_, out):
        '''
        Like find_path, except forces the conversion profiles to be the given
        conversion profile setting. Useful for ""temporarily overriding"" the
        global conversion profiles with your own.
        '''
        original_profiles = dict(self.conversion_profiles)
        self._setup_profiles(conversion_profiles)
        results = self.find_path(in_, out)
        self.conversion_profiles = original_profiles
        return results","['def' 'find_path_with_profiles' '(' 'self' ',' 'conversion_profiles' ','
 'in_' ',' 'out' ')' ':' 'original_profiles' '=' 'dict' '(' 'self' '.'
 'conversion_profiles' ')' 'self' '.' '_setup_profiles' '('
 'conversion_profiles' ')' 'results' '=' 'self' '.' 'find_path' '(' 'in_'
 ',' 'out' ')' 'self' '.' 'conversion_profiles' '=' 'original_profiles'
 'return' 'results']","Like find_path, except forces the conversion profiles to be the given
        conversion profile setting. Useful for ""temporarily overriding"" the
        global conversion profiles with your own.","['Like' 'find_path' 'except' 'forces' 'the' 'conversion' 'profiles' 'to'
 'be' 'the' 'given' 'conversion' 'profile' 'setting' '.' 'Useful' 'for'
 'temporarily' 'overriding' 'the' 'global' 'conversion' 'profiles' 'with'
 'your' 'own' '.']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/conversion/graph.py#L148-L158
michaelpb/omnic,omnic/web/security.py,rewrite_middleware,"async def rewrite_middleware(server, request):
    '''
    Sanic middleware that utilizes a security class's ""rewrite"" method to
    check
    '''
    if singletons.settings.SECURITY is not None:
        security_class = singletons.settings.load('SECURITY')
    else:
        security_class = DummySecurity
    security = security_class()
    try:
        new_path = await security.rewrite(request)
    except SecurityException as e:
        msg = ''
        if DEBUG:
            msg = str(e)
        return server.response.text(msg, status=400)
    request.path = new_path",python,"async def rewrite_middleware(server, request):
    '''
    Sanic middleware that utilizes a security class's ""rewrite"" method to
    check
    '''
    if singletons.settings.SECURITY is not None:
        security_class = singletons.settings.load('SECURITY')
    else:
        security_class = DummySecurity
    security = security_class()
    try:
        new_path = await security.rewrite(request)
    except SecurityException as e:
        msg = ''
        if DEBUG:
            msg = str(e)
        return server.response.text(msg, status=400)
    request.path = new_path","['async' 'def' 'rewrite_middleware' '(' 'server' ',' 'request' ')' ':'
 'if' 'singletons' '.' 'settings' '.' 'SECURITY' 'is' 'not' 'None' ':'
 'security_class' '=' 'singletons' '.' 'settings' '.' 'load' '('
 ""'SECURITY'"" ')' 'else' ':' 'security_class' '=' 'DummySecurity'
 'security' '=' 'security_class' '(' ')' 'try' ':' 'new_path' '=' 'await'
 'security' '.' 'rewrite' '(' 'request' ')' 'except' 'SecurityException'
 'as' 'e' ':' 'msg' '=' ""''"" 'if' 'DEBUG' ':' 'msg' '=' 'str' '(' 'e' ')'
 'return' 'server' '.' 'response' '.' 'text' '(' 'msg' ',' 'status' '='
 '400' ')' 'request' '.' 'path' '=' 'new_path']","Sanic middleware that utilizes a security class's ""rewrite"" method to
    check","['Sanic' 'middleware' 'that' 'utilizes' 'a' 'security' 'class' 's'
 'rewrite' 'method' 'to' 'check']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/web/security.py#L66-L83
michaelpb/omnic,omnic/types/resource.py,Resource.cache_makedirs,"def cache_makedirs(self, subdir=None):
        '''
        Make necessary directories to hold cache value
        '''
        if subdir is not None:
            dirname = self.cache_path
            if subdir:
                dirname = os.path.join(dirname, subdir)
        else:
            dirname = os.path.dirname(self.cache_path)
        os.makedirs(dirname, exist_ok=True)",python,"def cache_makedirs(self, subdir=None):
        '''
        Make necessary directories to hold cache value
        '''
        if subdir is not None:
            dirname = self.cache_path
            if subdir:
                dirname = os.path.join(dirname, subdir)
        else:
            dirname = os.path.dirname(self.cache_path)
        os.makedirs(dirname, exist_ok=True)","['def' 'cache_makedirs' '(' 'self' ',' 'subdir' '=' 'None' ')' ':' 'if'
 'subdir' 'is' 'not' 'None' ':' 'dirname' '=' 'self' '.' 'cache_path' 'if'
 'subdir' ':' 'dirname' '=' 'os' '.' 'path' '.' 'join' '(' 'dirname' ','
 'subdir' ')' 'else' ':' 'dirname' '=' 'os' '.' 'path' '.' 'dirname' '('
 'self' '.' 'cache_path' ')' 'os' '.' 'makedirs' '(' 'dirname' ','
 'exist_ok' '=' 'True' ')']",Make necessary directories to hold cache value,['Make' 'necessary' 'directories' 'to' 'hold' 'cache' 'value'],train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/types/resource.py#L63-L73
michaelpb/omnic,omnic/builtin/services/viewer/views.py,viewers_js,"async def viewers_js(request):
    '''
    Viewers determines the viewers installed based on settings, then uses the
    conversion infrastructure to convert all these JS files into a single JS
    bundle, that is then served. As with media, it will simply serve a cached
    version if necessary.
    '''
    # Generates single bundle as such:
    # BytesResource -> ViewerNodePackageBuilder -> nodepackage -> ... -> min.js
    response = singletons.server.response

    # Create a viewers resource, which is simply a JSON encoded description of
    # the viewers necessary for this viewers bundle.
    viewers_resource = singletons.viewers.get_resource()
    url_string = viewers_resource.url_string

    target_ts = TypeString('min.js')  # get a minified JS bundle
    target_resource = TypedResource(url_string, target_ts)

    if target_resource.cache_exists():
        return await response.file(target_resource.cache_path, headers={
            'Content-Type': 'application/javascript',
        })

    # Otherwise, does not exist, save this descriptor to cache and kick off
    # conversion process
    if not viewers_resource.cache_exists():
        viewers_resource.save()

    # Queue up a single function that will in turn queue up conversion process
    await singletons.workers.async_enqueue_sync(
        enqueue_conversion_path,
        url_string,
        str(target_ts),
        singletons.workers.enqueue_convert
    )

    return response.text(NOT_LOADED_JS, headers={
        'Content-Type': 'application/javascript',
    })",python,"async def viewers_js(request):
    '''
    Viewers determines the viewers installed based on settings, then uses the
    conversion infrastructure to convert all these JS files into a single JS
    bundle, that is then served. As with media, it will simply serve a cached
    version if necessary.
    '''
    # Generates single bundle as such:
    # BytesResource -> ViewerNodePackageBuilder -> nodepackage -> ... -> min.js
    response = singletons.server.response

    # Create a viewers resource, which is simply a JSON encoded description of
    # the viewers necessary for this viewers bundle.
    viewers_resource = singletons.viewers.get_resource()
    url_string = viewers_resource.url_string

    target_ts = TypeString('min.js')  # get a minified JS bundle
    target_resource = TypedResource(url_string, target_ts)

    if target_resource.cache_exists():
        return await response.file(target_resource.cache_path, headers={
            'Content-Type': 'application/javascript',
        })

    # Otherwise, does not exist, save this descriptor to cache and kick off
    # conversion process
    if not viewers_resource.cache_exists():
        viewers_resource.save()

    # Queue up a single function that will in turn queue up conversion process
    await singletons.workers.async_enqueue_sync(
        enqueue_conversion_path,
        url_string,
        str(target_ts),
        singletons.workers.enqueue_convert
    )

    return response.text(NOT_LOADED_JS, headers={
        'Content-Type': 'application/javascript',
    })","['async' 'def' 'viewers_js' '(' 'request' ')' ':'
 '# Generates single bundle as such:'
 '# BytesResource -> ViewerNodePackageBuilder -> nodepackage -> ... -> min.js'
 'response' '=' 'singletons' '.' 'server' '.' 'response'
 '# Create a viewers resource, which is simply a JSON encoded description of'
 '# the viewers necessary for this viewers bundle.' 'viewers_resource' '='
 'singletons' '.' 'viewers' '.' 'get_resource' '(' ')' 'url_string' '='
 'viewers_resource' '.' 'url_string' 'target_ts' '=' 'TypeString' '('
 ""'min.js'"" ')' '# get a minified JS bundle' 'target_resource' '='
 'TypedResource' '(' 'url_string' ',' 'target_ts' ')' 'if'
 'target_resource' '.' 'cache_exists' '(' ')' ':' 'return' 'await'
 'response' '.' 'file' '(' 'target_resource' '.' 'cache_path' ','
 'headers' '=' '{' ""'Content-Type'"" ':' ""'application/javascript'"" ',' '}'
 ')'
 '# Otherwise, does not exist, save this descriptor to cache and kick off'
 '# conversion process' 'if' 'not' 'viewers_resource' '.' 'cache_exists'
 '(' ')' ':' 'viewers_resource' '.' 'save' '(' ')'
 '# Queue up a single function that will in turn queue up conversion process'
 'await' 'singletons' '.' 'workers' '.' 'async_enqueue_sync' '('
 'enqueue_conversion_path' ',' 'url_string' ',' 'str' '(' 'target_ts' ')'
 ',' 'singletons' '.' 'workers' '.' 'enqueue_convert' ')' 'return'
 'response' '.' 'text' '(' 'NOT_LOADED_JS' ',' 'headers' '=' '{'
 ""'Content-Type'"" ':' ""'application/javascript'"" ',' '}' ')']","Viewers determines the viewers installed based on settings, then uses the
    conversion infrastructure to convert all these JS files into a single JS
    bundle, that is then served. As with media, it will simply serve a cached
    version if necessary.","['Viewers' 'determines' 'the' 'viewers' 'installed' 'based' 'on'
 'settings' 'then' 'uses' 'the' 'conversion' 'infrastructure' 'to'
 'convert' 'all' 'these' 'JS' 'files' 'into' 'a' 'single' 'JS' 'bundle'
 'that' 'is' 'then' 'served' '.' 'As' 'with' 'media' 'it' 'will' 'simply'
 'serve' 'a' 'cached' 'version' 'if' 'necessary' '.']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/builtin/services/viewer/views.py#L18-L57
michaelpb/omnic,omnic/cli/commandparser.py,CommandParser.gen_subcommand_help,"def gen_subcommand_help(self):
        '''
        Generates s
        '''
        commands = sorted(self.subcommands.items(), key=lambda i: i[0])
        return '\n'.join(
            '%s %s' % (
                subcommand.ljust(15),
                textwrap.shorten(description, width=61),
            )
            for subcommand, (description, action, opts) in commands
        )",python,"def gen_subcommand_help(self):
        '''
        Generates s
        '''
        commands = sorted(self.subcommands.items(), key=lambda i: i[0])
        return '\n'.join(
            '%s %s' % (
                subcommand.ljust(15),
                textwrap.shorten(description, width=61),
            )
            for subcommand, (description, action, opts) in commands
        )","['def' 'gen_subcommand_help' '(' 'self' ')' ':' 'commands' '=' 'sorted'
 '(' 'self' '.' 'subcommands' '.' 'items' '(' ')' ',' 'key' '=' 'lambda'
 'i' ':' 'i' '[' '0' ']' ')' 'return' ""'\\n'"" '.' 'join' '(' ""'%s %s'"" '%'
 '(' 'subcommand' '.' 'ljust' '(' '15' ')' ',' 'textwrap' '.' 'shorten'
 '(' 'description' ',' 'width' '=' '61' ')' ',' ')' 'for' 'subcommand' ','
 '(' 'description' ',' 'action' ',' 'opts' ')' 'in' 'commands' ')']",Generates s,['Generates' 's'],train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/cli/commandparser.py#L16-L27
michaelpb/omnic,omnic/cli/commandparser.py,CommandParser.parse_args_to_action_args,"def parse_args_to_action_args(self, argv=None):
        '''
        Parses args and returns an action and the args that were parsed
        '''
        args = self.parse_args(argv)
        action = self.subcommands[args.subcommand][1]
        return action, args",python,"def parse_args_to_action_args(self, argv=None):
        '''
        Parses args and returns an action and the args that were parsed
        '''
        args = self.parse_args(argv)
        action = self.subcommands[args.subcommand][1]
        return action, args","['def' 'parse_args_to_action_args' '(' 'self' ',' 'argv' '=' 'None' ')'
 ':' 'args' '=' 'self' '.' 'parse_args' '(' 'argv' ')' 'action' '=' 'self'
 '.' 'subcommands' '[' 'args' '.' 'subcommand' ']' '[' '1' ']' 'return'
 'action' ',' 'args']",Parses args and returns an action and the args that were parsed,"['Parses' 'args' 'and' 'returns' 'an' 'action' 'and' 'the' 'args' 'that'
 'were' 'parsed']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/cli/commandparser.py#L64-L70
michaelpb/omnic,omnic/cli/commandparser.py,CommandParser.register_subparser,"def register_subparser(self, action, name, description='', arguments={}):
        '''
        Registers a new subcommand with a given function action.

        If the function action is synchronous
        '''
        action = coerce_to_synchronous(action)
        opts = []
        for flags, kwargs in arguments.items():
            if isinstance(flags, str):
                flags = tuple([flags])
            opts.append((flags, kwargs))
        self.subcommands[name] = (description, action, opts)",python,"def register_subparser(self, action, name, description='', arguments={}):
        '''
        Registers a new subcommand with a given function action.

        If the function action is synchronous
        '''
        action = coerce_to_synchronous(action)
        opts = []
        for flags, kwargs in arguments.items():
            if isinstance(flags, str):
                flags = tuple([flags])
            opts.append((flags, kwargs))
        self.subcommands[name] = (description, action, opts)","['def' 'register_subparser' '(' 'self' ',' 'action' ',' 'name' ','
 'description' '=' ""''"" ',' 'arguments' '=' '{' '}' ')' ':' 'action' '='
 'coerce_to_synchronous' '(' 'action' ')' 'opts' '=' '[' ']' 'for' 'flags'
 ',' 'kwargs' 'in' 'arguments' '.' 'items' '(' ')' ':' 'if' 'isinstance'
 '(' 'flags' ',' 'str' ')' ':' 'flags' '=' 'tuple' '(' '[' 'flags' ']' ')'
 'opts' '.' 'append' '(' '(' 'flags' ',' 'kwargs' ')' ')' 'self' '.'
 'subcommands' '[' 'name' ']' '=' '(' 'description' ',' 'action' ','
 'opts' ')']","Registers a new subcommand with a given function action.

        If the function action is synchronous","['Registers' 'a' 'new' 'subcommand' 'with' 'a' 'given' 'function' 'action'
 '.']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/cli/commandparser.py#L72-L84
michaelpb/omnic,omnic/cli/commandparser.py,CommandParser.subcommand,"def subcommand(self, description='', arguments={}):
        '''
        Decorator for quickly adding subcommands to the omnic CLI
        '''
        def decorator(func):
            self.register_subparser(
                func,
                func.__name__.replace('_', '-'),
                description=description,
                arguments=arguments,
            )
            return func
        return decorator",python,"def subcommand(self, description='', arguments={}):
        '''
        Decorator for quickly adding subcommands to the omnic CLI
        '''
        def decorator(func):
            self.register_subparser(
                func,
                func.__name__.replace('_', '-'),
                description=description,
                arguments=arguments,
            )
            return func
        return decorator","['def' 'subcommand' '(' 'self' ',' 'description' '=' ""''"" ',' 'arguments'
 '=' '{' '}' ')' ':' 'def' 'decorator' '(' 'func' ')' ':' 'self' '.'
 'register_subparser' '(' 'func' ',' 'func' '.' '__name__' '.' 'replace'
 '(' ""'_'"" ',' ""'-'"" ')' ',' 'description' '=' 'description' ','
 'arguments' '=' 'arguments' ',' ')' 'return' 'func' 'return' 'decorator']",Decorator for quickly adding subcommands to the omnic CLI,"['Decorator' 'for' 'quickly' 'adding' 'subcommands' 'to' 'the' 'omnic'
 'CLI']",train,https://github.com/michaelpb/omnic/blob/1111cfd73c9dc1955afe42d9cf2a468c46f83cd6/omnic/cli/commandparser.py#L86-L98
